Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Abdul Squire;Pria;Kos;Belum;Beasiswa;2008;Karawang;UKM_2;Tidak;5;FTI
Abdul Stewart;Wanita;NA;Bekerja;Beasiswa;2007;Jakarta;UKM_2;Ya;5;FTI
Abdul Tobin;Pria;Kos;Belum;NA;2007;Serang;UKM_2;Ya;4,5;FT
Abdul Uttley;Pria;Kos;Belum;Beasiswa;2009;Jakarta;UKM_3;Tidak;4;FIKOM
Abdul Vallory;Pria;Orang Tua;Bekerja;NA;2009;Bekasi;Tidak;Ya;4,5;FIKOM
Abdul Veale;Pria;Kos;Belum;Orang Tua;2009;Bekasi;UKM_1;Ya;6,5;DKV
Abdul Wade;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Jakarta;UKM_3;Ya;4,5;DKV
Abdul Walker;Wanita;Kos;Bekerja;NA;2009;Bogor;UKM_3;Tidak;5;FTI
Abdul Watson;Pria;Kos;Bekerja;Orang Tua;2009;Tangerang;UKM_1;Ya;5;DKV
Abdul Wooldridge;Pria;Orang Tua;Belum;NA;2007;Jakarta;Tidak;Tidak;6;DKV
Abdul Wright;Wanita;NA;Bekerja;Beasiswa;2007;Bekasi;Tidak;Ya;4;DKV
Abdul York;Wanita;Orang Tua;Belum;NA;2008;Bekasi;UKM_4;Ya;6;FIKOM
Ada Casey;Wanita;NA;Belum;Orang Tua;2009;Bekasi;UKM_2;Ya;4;DKV
Ada Craig;Wanita;Kos;Bekerja;NA;2009;Bogor;UKM_4;Ya;4,5;FIKOM
Ada Gibbons;Pria;Orang Tua;Belum;Orang Tua;2008;Jakarta;UKM_3;Ya;6,5;FTI
Ada Lakey;Pria;Kos;Bekerja;NA;2009;Bekasi;UKM_1;Ya;5,5;FIKOM
Ada Neville;Pria;NA;Bekerja;NA;2009;Jakarta;UKM_2;Ya;3,5;FISIP
Ada Robertson;Wanita;Orang Tua;Bekerja;NA;2009;Bekasi;UKM_2;Ya;5;FT
Ada Thomas;Wanita;Orang Tua;Belum;NA;2007;Bogor;UKM_1;Ya;4,5;FTI
Ada Vince;Wanita;NA;Belum;NA;2007;Karawang;UKM_3;Ya;4;FTI
Ada Whatson;Wanita;Kos;Belum;Beasiswa;2009;Karawang;UKM_2;Tidak;4;FIKOM
Adalie Ellis;Wanita;Kos;Bekerja;NA;2009;Jakarta;UKM_3;Tidak;3,5;FTI
Adalie Harris;Wanita;Kos;Bekerja;NA;2008;Bekasi;UKM_1;Tidak;4;FISIP
Adalie Hilton;Wanita;NA;Bekerja;NA;2008;Karawang;UKM_1;Tidak;4,5;FIKOM
Adalie Oliver;Wanita;NA;Belum;NA;2007;Bogor;UKM_2;Ya;5,5;FIKOM
Adalie Patel;Pria;NA;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Tidak;4,5;FT
Adalie Reid;Wanita;Kos;Bekerja;NA;2007;Karawang;Tidak;Ya;7;DKV
Adalie Richardson;Pria;Kos;Belum;Orang Tua;2009;Bogor;Tidak;Ya;4;FT
Adalie Vaughn;Wanita;Kos;Belum;Beasiswa;2007;Bekasi;UKM_3;Tidak;5,5;FTI
Adalie Ventura;Pria;Kos;Bekerja;NA;2009;Bogor;UKM_1;Ya;5,5;FISIP
Adalie Wade;Wanita;NA;Bekerja;Orang Tua;2007;Bekasi;UKM_3;Ya;6,5;FIKOM
Adalie Warner;Wanita;Kos;Bekerja;Orang Tua;2008;Bogor;Tidak;Tidak;4,5;DKV
Adalie Wren;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_3;Ya;4,5;FT
Adalind Ashwell;Pria;Kos;Belum;Beasiswa;2009;Bogor;UKM_2;Tidak;3,5;DKV
Adalind Bell;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;Tidak;Tidak;3,5;FT
Adalind Bryant;Pria;Kos;Belum;Beasiswa;2007;Jakarta;Tidak;Tidak;4,5;DKV
Adalind Butler;Pria;Orang Tua;Bekerja;Orang Tua;2009;Serang;UKM_2;Tidak;4,5;FISIP
Adalind Camden;Pria;Orang Tua;Belum;Beasiswa;2007;Serang;UKM_2;Ya;4;FIKOM
Adalind Cunningham;Wanita;NA;Belum;NA;2009;Karawang;UKM_3;Ya;4,5;FTI
Adalind Dixon;Pria;NA;Bekerja;Beasiswa;2009;Jakarta;UKM_4;Tidak;4,5;FISIP
Adalind Fleming;Pria;Orang Tua;Bekerja;Beasiswa;2007;Karawang;UKM_1;Tidak;6;DKV
Adalind Freeburn;Wanita;Orang Tua;Bekerja;NA;2008;Tangerang;UKM_4;Tidak;7;FIKOM
Adalind Gordon;Wanita;Kos;Bekerja;NA;2009;Bogor;UKM_2;Ya;6;FIKOM
Adalind Henderson;Pria;Orang Tua;Bekerja;Orang Tua;2008;Jakarta;Tidak;Tidak;3,5;FT
Adalind Mackenzie;Wanita;NA;Belum;NA;2007;Karawang;UKM_1;Tidak;6;FT
Adalind Moore;Pria;Orang Tua;Bekerja;NA;2008;Serang;UKM_3;Tidak;6;FISIP
Adalind Neville;Wanita;Orang Tua;Bekerja;NA;2009;Bogor;UKM_1;Ya;4,5;DKV
Adalind Parker;Wanita;Kos;Belum;NA;2009;Serang;UKM_2;Ya;6,5;DKV
Adalind Richards;Pria;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_1;Tidak;6,5;DKV
Adalind Victor;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Karawang;Tidak;Tidak;6;FISIP
Adalind Warden;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_3;Ya;4,5;FTI
Adela Butler;Wanita;NA;Bekerja;Orang Tua;2009;Jakarta;UKM_3;Tidak;5,5;FT
Adela Chadwick;Pria;NA;Bekerja;Beasiswa;2008;Tangerang;UKM_4;Ya;5;FIKOM
Adela Hastings;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;Tidak;Ya;3,5;FIKOM
Adela Hunt;Pria;Orang Tua;Bekerja;NA;2008;Karawang;UKM_2;Tidak;5;FISIP
Adela Lloyd;Wanita;Orang Tua;Belum;Beasiswa;2008;Serang;UKM_4;Tidak;7;FTI
Adela Ranks;Pria;Kos;Belum;Beasiswa;2007;Serang;UKM_4;Tidak;5;FIKOM
Adela Russell;Wanita;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_2;Tidak;6,5;FT
Adela Saunders;Wanita;Orang Tua;Belum;Beasiswa;2007;Bekasi;Tidak;Ya;5,5;FIKOM
Adela Stanley;Pria;NA;Bekerja;NA;2009;Jakarta;UKM_2;Ya;7;DKV
Adelaide Drummond;Wanita;NA;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Ya;4;FIKOM
Adelaide Evans;Pria;Kos;Bekerja;Beasiswa;2009;Bekasi;UKM_2;Ya;6;FIKOM
Adelaide Farrant;Wanita;Kos;Bekerja;NA;2009;Jakarta;Tidak;Ya;5;FT
Adelaide Hooper;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_4;Tidak;5;FT
Adelaide Matthews;Pria;NA;Bekerja;NA;2009;Bekasi;UKM_3;Tidak;4,5;FISIP
Adelaide Oakley;Wanita;Orang Tua;Belum;Beasiswa;2009;Bekasi;UKM_4;Tidak;5;DKV
Adelaide Quinnell;Pria;Kos;Belum;NA;2009;Bogor;UKM_1;Ya;4;DKV
Adelaide Villiger;Pria;Kos;Bekerja;Orang Tua;2009;Jakarta;Tidak;Ya;6,5;DKV
Adeline Adams;Wanita;NA;Bekerja;NA;2009;Bekasi;UKM_1;Tidak;3,5;FT
Adeline Morley;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_2;Tidak;6,5;FTI
Adeline Nelson;Pria;NA;Belum;NA;2008;Bogor;UKM_3;Tidak;4;FTI
Adeline Newman;Wanita;Orang Tua;Bekerja;NA;2009;Bogor;UKM_3;Tidak;6,5;FT
Adeline Simpson;Wanita;NA;Bekerja;NA;2008;Karawang;UKM_2;Ya;6,5;DKV
Adeline Varley;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_3;Ya;5,5;FISIP
Adina Avery;Pria;NA;Belum;Orang Tua;2007;Karawang;UKM_1;Ya;7;FT
Adina Bailey;Wanita;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_1;Tidak;4,5;FTI
Adina Chappell;Wanita;Kos;Belum;NA;2009;Karawang;UKM_1;Ya;6,5;DKV
Adina Collins;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;UKM_4;Ya;7;FTI
Adina Faulkner;Pria;NA;Belum;Beasiswa;2009;Bekasi;UKM_3;Ya;5,5;FIKOM
Adina Forth;Wanita;Orang Tua;Belum;NA;2009;Jakarta;UKM_4;Tidak;6;FIKOM
Adina Gray;Pria;NA;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;6;FTI
Adina Jobson;Wanita;Orang Tua;Bekerja;NA;2009;Tangerang;UKM_1;Ya;6,5;FTI
Adina Kelly;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Ya;5,5;DKV
Adina Mason;Wanita;NA;Bekerja;Orang Tua;2007;Karawang;UKM_2;Ya;4;DKV
Adina Morris;Pria;Orang Tua;Bekerja;NA;2009;Serang;UKM_2;Ya;7;FTI
Adina Morrison;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_1;Tidak;3,5;FIKOM
Adina Parsons;Pria;NA;Bekerja;Orang Tua;2009;Jakarta;UKM_2;Tidak;4;FIKOM
Adina Phillips;Pria;Orang Tua;Bekerja;NA;2009;Serang;UKM_2;Tidak;5,5;FIKOM
Adina Plant;Wanita;Orang Tua;Belum;NA;2009;Bogor;UKM_2;Tidak;5;FT
Adina Preston;Wanita;NA;Belum;Beasiswa;2008;Bekasi;UKM_2;Ya;4;FISIP
Adina Richardson;Pria;Kos;Belum;NA;2008;Bekasi;UKM_3;Tidak;4,5;FIKOM
Adina Roberts;Pria;Orang Tua;Bekerja;NA;2007;Jakarta;UKM_2;Tidak;7;FISIP
Adina Shaw;Pria;Kos;Bekerja;Beasiswa;2009;Bekasi;UKM_3;Tidak;6;FIKOM
Adina Stone;Pria;NA;Belum;Beasiswa;2007;Serang;UKM_3;Ya;7;DKV
Adina Vollans;Wanita;Kos;Bekerja;NA;2008;Jakarta;UKM_2;Ya;4;DKV
Adina Walsh;Pria;Kos;Belum;Orang Tua;2009;Serang;UKM_4;Ya;5;FIKOM
Aeris Greenwood;Pria;Orang Tua;Bekerja;Orang Tua;2009;Tangerang;UKM_4;Ya;5;FISIP
Aeris Hood;Wanita;Orang Tua;Belum;Orang Tua;2008;Serang;UKM_3;Ya;7;FT
Aeris Horton;Wanita;Kos;Belum;Beasiswa;2008;Karawang;UKM_4;Ya;4;DKV
Aeris Mccormick;Wanita;Kos;Belum;Beasiswa;2009;Tangerang;UKM_2;Tidak;7;FT
Aeris Moore;Pria;Kos;Belum;NA;2009;Bekasi;UKM_3;Tidak;6;FTI
Aeris Rixon;Wanita;NA;Belum;Orang Tua;2007;Serang;UKM_1;Tidak;7;FTI
Aeris Wills;Pria;Kos;Belum;Orang Tua;2007;Serang;Tidak;Ya;7;FT
Agnes Beal;Pria;NA;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Ya;4,5;DKV
Agnes Bradshaw;Wanita;NA;Belum;Beasiswa;2008;Serang;UKM_4;Ya;6;FTI
Agnes Bright;Pria;Orang Tua;Bekerja;NA;2007;Tangerang;Tidak;Tidak;6,5;FISIP
Agnes Donovan;Wanita;NA;Bekerja;NA;2007;Serang;UKM_4;Tidak;6,5;FIKOM
Agnes Eddison;Pria;Orang Tua;Bekerja;Orang Tua;2009;Bogor;Tidak;Ya;5;FIKOM
Agnes Griffiths;Pria;Orang Tua;Bekerja;NA;2007;Tangerang;UKM_2;Tidak;4,5;FISIP
Agnes Irving;Pria;Kos;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Ya;4;DKV
Agnes Lewis;Wanita;Orang Tua;Belum;NA;2007;Karawang;UKM_4;Tidak;4;FT
Agnes Maxwell;Wanita;NA;Bekerja;NA;2007;Bogor;Tidak;Tidak;5;FT
Agnes Nurton;Pria;NA;Belum;NA;2009;Bogor;UKM_3;Tidak;6,5;FISIP
Agnes Owen;Pria;Kos;Belum;NA;2007;Serang;UKM_3;Tidak;4,5;FISIP
Agnes Ross;Pria;Orang Tua;Belum;NA;2008;Karawang;UKM_4;Tidak;6;FIKOM
Agnes Russell;Wanita;Kos;Belum;Beasiswa;2009;Jakarta;UKM_3;Ya;7;FISIP
Agnes Veale;Wanita;Orang Tua;Bekerja;NA;2009;Bogor;UKM_4;Tidak;4,5;FTI
Agnes Watt;Pria;Kos;Belum;Beasiswa;2008;Bekasi;UKM_1;Ya;7;FTI
Agnes Wilkinson;Wanita;NA;Bekerja;Orang Tua;2009;Jakarta;Tidak;Ya;4,5;DKV
Agnes Woods;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;UKM_3;Tidak;7;FTI
Aiden Archer;Pria;NA;Belum;NA;2007;Tangerang;UKM_1;Ya;5;FISIP
Aiden Bailey;Pria;Orang Tua;Belum;NA;2009;Karawang;Tidak;Ya;5;FISIP
Aiden Burnley;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Bogor;UKM_4;Ya;7;FIKOM
Aiden Cavanagh;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Jakarta;UKM_2;Tidak;4,5;FISIP
Aiden Coleman;Wanita;Kos;Belum;Orang Tua;2008;Karawang;UKM_3;Tidak;6,5;FTI
Aiden Connell;Wanita;Kos;Belum;Orang Tua;2008;Bogor;Tidak;Tidak;6,5;FT
Aiden Denton;Pria;Orang Tua;Belum;NA;2009;Jakarta;UKM_2;Tidak;6;FIKOM
Aiden Douglas;Wanita;Kos;Bekerja;NA;2008;Bogor;UKM_1;Ya;6,5;FTI
Aiden Downing;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_3;Tidak;6,5;DKV
Aiden Flett;Wanita;Orang Tua;Belum;NA;2009;Bogor;Tidak;Tidak;4,5;FISIP
Aiden Foxley;Pria;Kos;Belum;Orang Tua;2009;Tangerang;Tidak;Ya;7;FTI
Aiden Gaynor;Pria;Kos;Belum;NA;2007;Karawang;UKM_1;Tidak;3,5;DKV
Aiden Gilmour;Wanita;Kos;Belum;Orang Tua;2007;Bogor;UKM_1;Ya;7;FT
Aiden Grey;Wanita;Kos;Belum;NA;2009;Karawang;UKM_3;Ya;5,5;DKV
Aiden Hale;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_1;Ya;5,5;FISIP
Aiden Harrington;Pria;Orang Tua;Bekerja;Beasiswa;2008;Bogor;UKM_4;Tidak;4;FT
Aiden Harris;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Tidak;5;FTI
Aiden Ingram;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;Tidak;Ya;3,5;FIKOM
Aiden Jobson;Wanita;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_4;Tidak;3,5;FISIP
Aiden Lane;Pria;Kos;Bekerja;NA;2008;Jakarta;UKM_2;Ya;4,5;DKV
Aiden Lynch;Wanita;Kos;Belum;NA;2009;Bogor;UKM_4;Tidak;6,5;FIKOM
Aiden Miller;Wanita;NA;Bekerja;Beasiswa;2008;Jakarta;UKM_4;Ya;5;FTI
Aiden Olson;Pria;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Tidak;3,5;FTI
Aiden Parker;Wanita;NA;Belum;Beasiswa;2008;Bogor;UKM_3;Tidak;5;FISIP
Aiden Phillips;Pria;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_1;Tidak;5;FTI
Aiden Reese;Pria;Orang Tua;Bekerja;NA;2007;Serang;UKM_4;Tidak;6;DKV
Aiden Sanchez;Wanita;Orang Tua;Belum;Orang Tua;2009;Karawang;UKM_3;Tidak;5;DKV
Aiden Saunders;Wanita;NA;Belum;Beasiswa;2009;Jakarta;Tidak;Ya;3,5;FIKOM
Aiden Shelton;Wanita;Kos;Bekerja;Orang Tua;2009;Serang;UKM_1;Ya;4,5;FTI
Aiden Squire;Pria;NA;Belum;Beasiswa;2009;Bekasi;UKM_2;Tidak;4;DKV
Aiden Stewart;Wanita;NA;Bekerja;Orang Tua;2007;Serang;UKM_1;Tidak;7;FTI
Aiden Trent;Pria;NA;Bekerja;Orang Tua;2007;Tangerang;UKM_3;Ya;7;DKV
Aiden Vallins;Wanita;Orang Tua;Bekerja;NA;2007;Karawang;UKM_3;Tidak;5,5;FT
Aiden Verdon;Pria;Kos;Belum;Beasiswa;2008;Karawang;UKM_3;Ya;6;FIKOM
Aiden Walter;Pria;NA;Bekerja;NA;2009;Bekasi;Tidak;Ya;3,5;FT
Aiden Wilkinson;Wanita;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_2;Ya;5,5;FT
Aiden Wilson;Pria;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_1;Ya;4,5;DKV
Aiden Wright;Pria;NA;Bekerja;NA;2009;Bekasi;UKM_2;Tidak;5,5;FISIP
Aileen Archer;Wanita;Kos;Belum;Beasiswa;2007;Jakarta;UKM_1;Tidak;6;FT
Aileen Bennett;Wanita;Orang Tua;Bekerja;NA;2009;Tangerang;UKM_2;Tidak;6,5;DKV
Aileen Campbell;Wanita;Kos;Bekerja;Beasiswa;2007;Serang;Tidak;Tidak;7;FIKOM
Aileen Crawford;Pria;NA;Bekerja;Beasiswa;2007;Tangerang;Tidak;Tidak;5;FTI
Aileen Daniells;Pria;Orang Tua;Belum;NA;2008;Karawang;UKM_2;Tidak;6,5;FTI
Aileen Drew;Wanita;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_4;Tidak;4,5;FTI
Aileen Dunbar;Pria;Orang Tua;Bekerja;Beasiswa;2009;Bogor;UKM_4;Tidak;4,5;DKV
Aileen Hooper;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;Tidak;Ya;4;FT
Aileen Lindop;Wanita;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_1;Ya;5,5;FT
Aileen Mitchell;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Karawang;Tidak;Tidak;3,5;FTI
Aileen Moore;Pria;Orang Tua;Bekerja;NA;2008;Serang;Tidak;Tidak;6,5;DKV
Aileen Richardson;Wanita;Kos;Belum;Beasiswa;2008;Tangerang;UKM_1;Tidak;5,5;FTI
Aileen Smith;Wanita;Orang Tua;Belum;NA;2007;Jakarta;UKM_1;Ya;4,5;FISIP
Aileen Stone;Wanita;Kos;Bekerja;NA;2008;Bekasi;Tidak;Ya;4,5;FIKOM
Aileen Vane;Wanita;NA;Belum;NA;2008;Tangerang;UKM_2;Ya;6,5;FTI
Aileen Yard;Wanita;Kos;Bekerja;NA;2008;Jakarta;UKM_4;Ya;7;FISIP
Aisha Carson;Pria;Kos;Belum;Beasiswa;2007;Jakarta;UKM_2;Tidak;3,5;FTI
Aisha Chadwick;Wanita;Kos;Belum;Orang Tua;2009;Jakarta;UKM_3;Tidak;5;FISIP
Aisha Denton;Pria;NA;Bekerja;NA;2007;Karawang;UKM_3;Tidak;6,5;FTI
Aisha Hamilton;Pria;Orang Tua;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;6,5;FTI
Aisha Judd;Wanita;NA;Bekerja;NA;2009;Serang;Tidak;Tidak;5,5;FT
Aisha Kaur;Wanita;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Tidak;7;FISIP
Aisha King;Pria;NA;Bekerja;NA;2007;Bekasi;UKM_1;Ya;5;FIKOM
Aisha Mcneill;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_3;Tidak;4,5;FISIP
Aisha Page;Pria;NA;Bekerja;Orang Tua;2009;Karawang;Tidak;Ya;3,5;FIKOM
Aisha Power;Pria;Orang Tua;Bekerja;NA;2008;Bekasi;UKM_4;Tidak;4;DKV
Aisha Richardson;Wanita;NA;Belum;Beasiswa;2007;Bogor;UKM_1;Ya;6,5;FISIP
Aisha Torres;Wanita;NA;Belum;Beasiswa;2008;Bogor;UKM_4;Ya;5;DKV
Aisha Tutton;Wanita;Orang Tua;Belum;Orang Tua;2007;Bekasi;UKM_3;Ya;3,5;FISIP
Alan Addley;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Karawang;Tidak;Ya;4,5;FTI
Alan Aldridge;Pria;NA;Bekerja;Beasiswa;2007;Bogor;Tidak;Ya;6;FIKOM
Alan Ashwell;Pria;NA;Belum;Beasiswa;2007;Jakarta;UKM_2;Ya;3,5;FTI
Alan Attwood;Pria;NA;Belum;Orang Tua;2007;Karawang;UKM_4;Ya;4;FTI
Alan Bingham;Wanita;Orang Tua;Belum;Orang Tua;2008;Jakarta;Tidak;Tidak;4,5;FTI
Alan Brooks;Pria;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;Tidak;Ya;4,5;FISIP
Alan Collins;Wanita;Kos;Bekerja;NA;2009;Bekasi;Tidak;Ya;6,5;FT
Alan Crawford;Wanita;Kos;Bekerja;NA;2008;Jakarta;UKM_2;Tidak;4;FIKOM
Alan Denton;Pria;NA;Bekerja;NA;2007;Serang;UKM_3;Ya;4;FIKOM
Alan Duvall;Wanita;Orang Tua;Belum;Orang Tua;2009;Tangerang;UKM_2;Tidak;7;FT
Alan Edwards;Wanita;NA;Bekerja;NA;2007;Serang;UKM_1;Tidak;5;FIKOM
Alan Flett;Wanita;Orang Tua;Belum;Orang Tua;2008;Bogor;Tidak;Ya;5;FT
Alan Forester;Pria;NA;Bekerja;Beasiswa;2009;Serang;UKM_2;Tidak;5;FIKOM
Alan Gates;Wanita;Kos;Bekerja;Beasiswa;2008;Tangerang;UKM_4;Tidak;6,5;FT
Alan Glynn;Wanita;Orang Tua;Bekerja;NA;2007;Serang;UKM_2;Ya;5;FISIP
Alan Grant;Pria;Orang Tua;Belum;Orang Tua;2007;Karawang;UKM_2;Tidak;5;DKV
Alan Hepburn;Pria;NA;Bekerja;Beasiswa;2007;Tangerang;UKM_4;Ya;7;FTI
Alan Hill;Wanita;Kos;Belum;Orang Tua;2008;Bogor;UKM_1;Ya;5,5;FIKOM
Alan Hopkinson;Wanita;NA;Belum;NA;2007;Bogor;UKM_2;Ya;4,5;FTI
Alan Ingram;Wanita;NA;Bekerja;NA;2009;Serang;UKM_1;Tidak;5,5;DKV
Alan Jefferson;Pria;NA;Bekerja;NA;2007;Serang;Tidak;Tidak;5;FISIP
Alan Jenkins;Pria;Orang Tua;Belum;NA;2009;Karawang;UKM_2;Tidak;5;FT
Alan Jones;Wanita;Kos;Bekerja;NA;2007;Bekasi;UKM_4;Ya;4,5;FTI
Alan Knott;Wanita;NA;Belum;NA;2009;Serang;Tidak;Tidak;5,5;FIKOM
Alan Lunt;Pria;Kos;Belum;Beasiswa;2009;Jakarta;Tidak;Tidak;5,5;DKV
Alan Lynch;Pria;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_4;Tidak;3,5;FISIP
Alan Marshall;Pria;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_1;Ya;6;FTI
Alan May;Pria;Orang Tua;Bekerja;NA;2008;Bogor;UKM_3;Ya;4;FISIP
Alan Miller;Wanita;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Ya;7;FT
Alan Moore;Pria;Kos;Belum;Beasiswa;2008;Serang;UKM_1;Tidak;5;DKV
Alan Powell;Wanita;Orang Tua;Belum;NA;2007;Karawang;UKM_2;Ya;4,5;FIKOM
Alan Reading;Pria;Orang Tua;Bekerja;NA;2009;Karawang;UKM_2;Tidak;4,5;FTI
Alan Redfern;Pria;Kos;Belum;Beasiswa;2009;Tangerang;UKM_3;Ya;4,5;FIKOM
Alan Richardson;Wanita;Kos;Belum;NA;2009;Jakarta;UKM_4;Ya;6,5;FTI
Alan Rogers;Pria;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_3;Tidak;4,5;FTI
Alan Sanchez;Pria;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_1;Tidak;5,5;FISIP
Alan Shields;Wanita;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_3;Ya;4,5;FT
Alan Slater;Wanita;Kos;Bekerja;Beasiswa;2008;Karawang;UKM_2;Ya;6;FT
Alan Spencer;Pria;NA;Belum;Orang Tua;2007;Tangerang;UKM_2;Tidak;5,5;DKV
Alan Steer;Wanita;NA;Bekerja;Beasiswa;2007;Bogor;UKM_1;Tidak;5;FT
Alan Stewart;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Jakarta;UKM_3;Ya;3,5;FTI
Alan Thompson;Pria;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_3;Ya;4,5;DKV
Alan Wood;Pria;NA;Bekerja;Orang Tua;2009;Bogor;UKM_4;Tidak;5,5;FTI
Alan Yarwood;Pria;Orang Tua;Belum;Beasiswa;2008;Jakarta;Tidak;Tidak;3,5;FISIP
Alan Young;Wanita;Kos;Bekerja;NA;2007;Bogor;UKM_3;Tidak;4;FTI
Alba Bryson;Pria;NA;Belum;Orang Tua;2007;Bekasi;UKM_2;Ya;4;FT
Alba Butler;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Serang;UKM_4;Ya;6;FT
Alba Casey;Pria;Orang Tua;Belum;NA;2008;Bogor;UKM_1;Tidak;6,5;DKV
Alba Dixon;Wanita;Orang Tua;Belum;NA;2007;Jakarta;Tidak;Tidak;7;FISIP
Alba Franks;Pria;Kos;Bekerja;Beasiswa;2007;Tangerang;UKM_3;Ya;5;FTI
Alba Gilbert;Wanita;Orang Tua;Bekerja;NA;2008;Serang;UKM_4;Tidak;6;DKV
Alba Gunn;Pria;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Ya;6,5;FT
Alba Hastings;Pria;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Tidak;4;FISIP
Alba Hunt;Wanita;NA;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Ya;5;FTI
Alba Olson;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_3;Tidak;7;DKV
Alba Potts;Pria;NA;Bekerja;NA;2007;Jakarta;UKM_1;Ya;5;FIKOM
Alba Simpson;Pria;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_2;Ya;3,5;FT
Alba Spencer;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;Tidak;Tidak;6,5;FIKOM
Alba Stubbs;Wanita;Orang Tua;Belum;NA;2009;Tangerang;UKM_3;Ya;6,5;FT
Alba Tindall;Wanita;Kos;Bekerja;NA;2009;Serang;UKM_2;Ya;3,5;FIKOM
Aleksandra Appleton;Pria;NA;Belum;Orang Tua;2008;Bogor;UKM_4;Tidak;6,5;DKV
Aleksandra Bayliss;Wanita;Orang Tua;Belum;Beasiswa;2008;Tangerang;UKM_3;Ya;6;FTI
Aleksandra Eddison;Wanita;Kos;Belum;Beasiswa;2009;Jakarta;UKM_3;Tidak;6;FISIP
Aleksandra Farrell;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Karawang;Tidak;Ya;3,5;FTI
Aleksandra James;Pria;Orang Tua;Bekerja;NA;2008;Tangerang;UKM_3;Tidak;4,5;DKV
Aleksandra Jarvis;Pria;Orang Tua;Belum;Beasiswa;2009;Serang;Tidak;Ya;3,5;FTI
Aleksandra Lucas;Wanita;Orang Tua;Belum;Orang Tua;2007;Bekasi;UKM_4;Ya;4,5;FTI
Aleksandra Lynn;Wanita;NA;Bekerja;NA;2009;Serang;UKM_4;Tidak;6;FISIP
